,<built-in function id>,hits
2895,36353,0.0
2896,36354,1.0
2897,36355,1.0
2898,36356,0.0
2899,36357,0.0
2900,36358,0.0
2901,36359,0.0
2902,36360,0.0
2903,36361,1.0
2904,36362,1.0
2905,36363,0.0
2906,36364,0.0
2907,36365,0.0
2908,36366,0.0
2909,36367,0.0
2910,36368,1.0
2911,36369,0.0
2912,36370,0.0
2913,36371,0.0
2914,36372,0.0
2915,36373,1.0
2916,36374,0.0
2917,36375,1.0
2918,36376,0.0
2919,36377,0.0
2920,36378,0.0
2921,36379,0.0
2922,36380,0.0
2923,36381,0.0
2924,36382,1.0
2925,36383,0.0
2926,36384,1.0
2927,36385,1.0
2928,36386,0.0
2929,36387,1.0
2930,36388,0.0
2931,36389,0.0
2932,36390,0.0
2933,36391,1.0
2934,36392,0.0
2935,36393,0.0
2936,36394,0.0
2937,36395,0.0
2938,36396,0.0
2939,36397,0.0
2940,36398,0.0
2941,36399,1.0
2942,36400,1.0
2943,36401,1.0
2944,36402,1.0
2945,36403,0.0
2946,36404,1.0
2947,36405,0.0
2948,36406,1.0
2949,36407,1.0
2950,36408,1.0
2951,36409,0.0
2952,36410,1.0
2953,36411,1.0
2954,36412,0.0
2955,36413,1.0
2956,36414,1.0
2957,36415,1.0
2958,36416,1.0
2959,36417,1.0
2960,36418,1.0
2961,36419,0.0
2962,36420,1.0
2963,36421,0.0
2964,36422,1.0
2965,36423,1.0
2966,36424,0.0
2967,36425,1.0
2968,36426,1.0
2969,36427,1.0
2970,36428,1.0
2971,36429,1.0
2972,36430,0.0
2973,36431,1.0
2974,36432,0.0
2975,36433,0.0
2976,36434,1.0
2977,36435,1.0
2978,36436,1.0
2979,36437,1.0
2980,36438,0.0
2981,36439,1.0
2982,36440,1.0
2983,36441,1.0
2984,36442,1.0
2985,36443,0.0
2986,36444,1.0
2987,36445,1.0
2988,36446,1.0
2989,36447,1.0
2990,36448,0.0
2991,36449,1.0
2992,36450,1.0
2993,36451,0.0
2994,36452,1.0
2995,36453,1.0
2996,36454,1.0
2997,36455,1.0
2998,36456,0.0
2999,36457,1.0
3000,36458,1.0
3001,36459,1.0
3002,36460,1.0
3003,36461,1.0
3004,36462,1.0
3005,36463,1.0
3006,36464,1.0
3007,36465,1.0
3008,36466,1.0
3009,36467,1.0
3010,36468,1.0
3011,36469,0.0
3012,36470,0.0
3013,36471,1.0
3014,36472,1.0
3015,36473,1.0
3016,36474,0.0
3017,36475,1.0
3018,36476,1.0
3019,36477,1.0
3020,36478,1.0
3021,36479,0.0
3022,36480,1.0
3023,36481,1.0
3024,36482,1.0
3025,36483,0.0
3026,36484,1.0
3027,36485,1.0
3028,36486,0.0
3029,36487,1.0
3030,36488,1.0
3031,36489,1.0
3032,36490,0.0
3033,36491,1.0
3034,36492,1.0
3035,36493,1.0
3036,36494,1.0
3037,36495,1.0
3038,36496,0.0
3039,36497,1.0
3040,36498,1.0
3041,36499,1.0
3042,36500,1.0
3043,36501,1.0
3044,36502,1.0
3045,36503,1.0
3046,36504,1.0
3047,36505,1.0
3048,36506,1.0
3049,36507,1.0
3050,36508,1.0
3051,36509,1.0
3052,36510,1.0
3053,36511,1.0
3054,36512,0.0
3055,36513,1.0
3056,36514,1.0
3057,36515,1.0
3058,36516,1.0
3059,36517,1.0
3060,36518,1.0
3061,36519,1.0
3062,36520,1.0
3063,36521,1.0
3064,36522,0.0
3065,36523,1.0
3066,36524,1.0
3067,36525,1.0
3068,36526,1.0
3069,36527,1.0
3070,36528,1.0
3071,36529,1.0
3072,36530,1.0
3073,36531,1.0
3074,36532,0.0
3075,36533,0.0
3076,36534,1.0
3077,36535,1.0
3078,36536,1.0
3079,36537,1.0
3080,36538,1.0
3081,36539,1.0
3082,36540,0.0
3083,36541,1.0
3084,36542,1.0
3085,36543,1.0
3086,36544,0.0
3087,36545,1.0
3088,36546,1.0
3089,36547,1.0
3090,36548,1.0
3091,36549,1.0
3092,36550,1.0
3093,36551,1.0
3094,36552,1.0
3095,36553,1.0
3096,36554,1.0
3097,36555,1.0
3098,36556,1.0
3099,36557,1.0
3100,36558,1.0
3101,36559,1.0
3102,36560,1.0
3103,36561,1.0
3104,36562,1.0
3105,36563,1.0
3106,36564,1.0
3107,36565,1.0
3108,36566,0.0
3109,36567,1.0
3110,36568,1.0
3111,36569,1.0
3112,36570,1.0
3113,36571,1.0
3114,36572,0.0
3115,36573,0.0
3116,36574,1.0
3117,36575,0.0
3118,36576,1.0
3119,36577,1.0
3120,36578,1.0
3121,36579,1.0
3122,36580,1.0
3123,36581,1.0
3124,36582,1.0
3125,36583,1.0
3126,36584,0.0
3127,36585,1.0
3128,36586,0.0
3129,36587,1.0
3130,36588,1.0
3131,36589,1.0
3132,36590,1.0
3133,36591,1.0
3134,36592,1.0
3135,36593,1.0
3136,36594,1.0
3137,36595,1.0
3138,36596,1.0
3139,36597,1.0
3140,36598,1.0
3141,36599,1.0
3142,36600,1.0
3143,36601,1.0
3144,36602,1.0
3145,36603,1.0
3146,36604,1.0
3147,36605,1.0
3148,36606,1.0
3149,36607,1.0
3150,36608,1.0
3151,36609,1.0
3152,36610,1.0
3153,36611,1.0
3154,36612,1.0
3155,36613,1.0
3156,36614,1.0
3157,36615,1.0
3158,36616,0.0
3159,36617,1.0
3160,36618,1.0
3161,36619,1.0
3162,36620,1.0
3163,36621,1.0
3164,36622,1.0
3165,36623,1.0
3166,36624,1.0
3167,36625,1.0
3168,36626,1.0
3169,36627,1.0
3170,36628,1.0
3171,36629,1.0
3172,36630,1.0
3173,36631,0.0
3174,36632,0.0
3175,36633,1.0
3176,36634,1.0
3177,36635,0.0
3178,36636,1.0
3179,36637,1.0
3180,36638,1.0
3181,36639,1.0
3182,36640,1.0
3183,36641,1.0
3184,36642,1.0
3185,36643,1.0
3186,36644,0.0
3187,36645,1.0
3188,36646,1.0
3189,36647,0.0
3190,36648,1.0
3191,36649,1.0
3192,36650,0.0
3193,36651,1.0
3194,36652,1.0
3195,36653,1.0
3196,36654,1.0
3197,36655,1.0
3198,36656,1.0
3199,36657,1.0
3200,36658,1.0
3201,36659,1.0
3202,36660,1.0
3203,36661,0.0
3204,36662,1.0
3205,36663,1.0
3206,36664,1.0
3207,36665,1.0
3208,36666,1.0
3209,36667,1.0
3210,36668,1.0
3211,36669,1.0
3212,36670,1.0
3213,36671,1.0
3214,36672,1.0
3215,36673,1.0
3216,36674,0.0
3217,36675,0.0
3218,36676,1.0
3219,36677,0.0
3220,36678,1.0
3221,36679,1.0
3222,36680,1.0
3223,36681,0.0
3224,36682,1.0
3225,36683,1.0
3226,36684,0.0
3227,36685,1.0
3228,36686,1.0
3229,36687,0.0
3230,36688,1.0
3231,36689,0.0
3232,36690,0.0
3233,36691,1.0
3234,36692,1.0
3235,36693,1.0
3236,36694,0.0
3237,36695,0.0
3238,36696,1.0
3239,36697,0.0
3240,36698,1.0
3241,36699,1.0
3242,36700,1.0
3243,36701,1.0
3244,36702,1.0
3245,36703,1.0
3246,36704,1.0
3247,36705,1.0
3248,36706,1.0
3249,36707,1.0
3250,36708,1.0
3251,36709,1.0
3252,36710,1.0
3253,36711,1.0
3254,36712,0.0
3255,36713,1.0
3256,36714,1.0
3257,36715,1.0
3258,36716,1.0
3259,36717,0.0
3260,36718,1.0
3261,36719,1.0
3262,36720,0.0
3263,36721,1.0
3264,36722,1.0
3265,36723,1.0
3266,36724,1.0
3267,36725,1.0
3268,36726,1.0
3269,36727,1.0
3270,36728,1.0
3271,36729,0.0
3272,36730,1.0
3273,36731,1.0
3274,36732,0.0
3275,36733,1.0
3276,36734,1.0
3277,36735,1.0
3278,36736,0.0
3279,36737,1.0
3280,36738,1.0
3281,36739,1.0
3282,36740,0.0
3283,36741,1.0
3284,36742,1.0
3285,36743,1.0
3286,36744,1.0
3287,36745,1.0
3288,36746,1.0
3289,36747,1.0
3290,36748,1.0
3291,36749,1.0
3292,36750,1.0
3293,36751,1.0
3294,36752,1.0
3295,36753,1.0
3296,36754,1.0
3297,36755,0.0
3298,36756,1.0
3299,36757,1.0
3300,36758,0.0
3301,36759,1.0
3302,36760,1.0
3303,36761,1.0
3304,36762,1.0
3305,36763,1.0
3306,36764,1.0
3307,36765,1.0
3308,36766,1.0
3309,36767,1.0
3310,36768,1.0
3311,36769,1.0
3312,36770,1.0
3313,36771,0.0
3314,36772,1.0
3315,36773,1.0
3316,36774,1.0
3317,36775,0.0
3318,36776,0.0
3319,36777,1.0
3320,36778,1.0
3321,36779,1.0
3322,36780,1.0
3323,36781,1.0
3324,36782,1.0
3325,36783,1.0
3326,36784,1.0
3327,36785,1.0
3328,36786,1.0
3329,36787,1.0
3330,36788,1.0
3331,36789,1.0
3332,36790,0.0
3333,36791,1.0
3334,36792,1.0
3335,36793,1.0
3336,36794,1.0
3337,36795,1.0
3338,36796,1.0
3339,36797,1.0
3340,36798,1.0
3341,36799,1.0
3342,36800,1.0
3343,36801,1.0
3344,36802,1.0
3345,36803,0.0
3346,36804,0.0
3347,36805,1.0
3348,36806,1.0
3349,36807,1.0
3350,36808,1.0
3351,36809,1.0
3352,36810,0.0
3353,36811,1.0
3354,36812,1.0
3355,36813,0.0
3356,36814,1.0
3357,36815,1.0
3358,36816,0.0
3359,36817,1.0
3360,36818,0.0
3361,36819,1.0
3362,36820,1.0
3363,36821,1.0
3364,36822,1.0
3365,36823,1.0
3366,36824,1.0
3367,36825,1.0
3368,36826,1.0
3369,36827,1.0
3370,36828,1.0
3371,36829,1.0
3372,36830,1.0
3373,36831,1.0
3374,36832,1.0
3375,36833,0.0
3376,36834,0.0
3377,36835,1.0
3378,36836,1.0
3379,36837,1.0
3380,36838,1.0
3381,36839,1.0
3382,36840,0.0
3383,36841,1.0
3384,36842,1.0
3385,36843,1.0
3386,36844,1.0
3387,36845,1.0
3388,36846,1.0
3389,36847,1.0
3390,36848,0.0
3391,36849,1.0
3392,36850,1.0
3393,36851,1.0
3394,36852,1.0
3395,36853,1.0
3396,36854,1.0
3397,36855,1.0
3398,36856,1.0
3399,36857,1.0
3400,36858,1.0
3401,36859,0.0
3402,36860,1.0
3403,36861,1.0
3404,36862,1.0
3405,36863,1.0
3406,36864,0.0
3407,36865,1.0
3408,36866,1.0
3409,36867,1.0
3410,36868,1.0
3411,36869,1.0
3412,36870,1.0
3413,36871,1.0
3414,36872,1.0
3415,36873,1.0
3416,36874,1.0
3417,36875,1.0
3418,36876,1.0
3419,36877,1.0
3420,36878,1.0
3421,36879,1.0
3422,36880,1.0
3423,36881,1.0
3424,36882,1.0
3425,36883,1.0
3426,36884,1.0
3427,36885,1.0
3428,36886,1.0
3429,36887,1.0
3430,36888,1.0
3431,36889,1.0
3432,36890,1.0
3433,36891,1.0
3434,36892,1.0
3435,36893,1.0
3436,36894,1.0
3437,36895,1.0
3438,36896,0.0
3439,36897,1.0
3440,36898,1.0
3441,36899,1.0
3442,36900,1.0
3443,36901,1.0
3444,36902,1.0
3445,36903,1.0
3446,36904,1.0
3447,36905,1.0
3448,36906,1.0
3449,36907,0.0
3450,36908,1.0
3451,36909,1.0
3452,36910,1.0
3453,36911,0.0
3454,36912,1.0
3455,36913,0.0
3456,36914,1.0
3457,36915,1.0
3458,36916,0.0
3459,36917,1.0
3460,36918,1.0
3461,36919,0.0
3462,36920,1.0
3463,36921,1.0
3464,36922,1.0
3465,36923,1.0
3466,36924,0.0
3467,36925,1.0
3468,36926,1.0
3469,36927,1.0
3470,36928,1.0
3471,36929,1.0
3472,36930,1.0
3473,36931,0.0
3474,36932,1.0
3475,36933,1.0
3476,36934,1.0
3477,36935,1.0
3478,36936,1.0
3479,36937,1.0
3480,36938,1.0
3481,36939,1.0
3482,36940,0.0
3483,36941,1.0
3484,36942,1.0
3485,36943,1.0
3486,36944,1.0
3487,36945,1.0
3488,36946,1.0
3489,36947,0.0
3490,36948,1.0
3491,36949,1.0
3492,36950,1.0
3493,36951,1.0
3494,36952,0.0
3495,36953,0.0
3496,36954,1.0
3497,36955,1.0
3498,36956,1.0
3499,36957,0.0
3500,36958,0.0
3501,36959,1.0
3502,36960,0.0
3503,36961,1.0
3504,36962,1.0
3505,36963,0.0
3506,36964,1.0
3507,36965,1.0
3508,36966,1.0
3509,36967,1.0
3510,36968,0.0
3511,36969,1.0
3512,36970,1.0
3513,36971,1.0
3514,36972,1.0
3515,36973,1.0
3516,36974,1.0
3517,36975,1.0
3518,36976,0.0
3519,36977,1.0
3520,36978,1.0
3521,36979,1.0
3522,36980,1.0
3523,36981,1.0
3524,36982,1.0
3525,36983,1.0
3526,36984,1.0
3527,36985,1.0
3528,36986,1.0
3529,36987,1.0
3530,36988,1.0
3531,36989,1.0
3532,36990,1.0
3533,36991,1.0
3534,36992,1.0
3535,36993,1.0
3536,36994,0.0
3537,36995,0.0
3538,36996,1.0
3539,36997,1.0
3540,36998,1.0
3541,36999,1.0
3542,37000,1.0
3543,37001,1.0
3544,37002,1.0
3545,37003,1.0
3546,37004,1.0
3547,37005,1.0
3548,37006,1.0
3549,37007,1.0
3550,37008,1.0
3551,37009,1.0
3552,37010,1.0
3553,37011,1.0
3554,37012,1.0
3555,37013,1.0
3556,37014,1.0
3557,37015,1.0
3558,37016,1.0
3559,37017,1.0
3560,37018,1.0
3561,37019,1.0
3562,37020,1.0
3563,37021,1.0
3564,37022,1.0
3565,37023,1.0
3566,37024,1.0
3567,37025,1.0
3568,37026,1.0
3569,37027,1.0
3570,37028,1.0
3571,37029,1.0
3572,37030,1.0
3573,37031,1.0
3574,37032,1.0
3575,37033,1.0
3576,37034,1.0
3577,37035,1.0
3578,37036,1.0
3579,37037,1.0
3580,37038,1.0
3581,37039,1.0
3582,37040,1.0
3583,37041,1.0
3584,37042,1.0
3585,37043,1.0
3586,37044,1.0
3587,37045,1.0
3588,37046,1.0
3589,37047,1.0
3590,37048,1.0
3591,37049,1.0
3592,37050,1.0
3593,37051,0.0
3594,37052,1.0
3595,37053,1.0
3596,37054,1.0
3597,37055,1.0
3598,37056,0.0
3599,37057,0.0
3600,37058,1.0
3601,37059,1.0
3602,37060,1.0
3603,37061,1.0
3604,37062,1.0
3605,37063,1.0
3606,37064,1.0
3607,37065,1.0
3608,37066,1.0
3609,37067,1.0
3610,37068,1.0
3611,37069,1.0
3612,37070,1.0
3613,37071,1.0
3614,37072,1.0
3615,37073,1.0
3616,37074,1.0
3617,37075,1.0
3618,37076,0.0
3619,37077,1.0
3620,37078,1.0
3621,37079,0.0
3622,37080,1.0
3623,37081,1.0
3624,37082,0.0
3625,37083,0.0
3626,37084,0.0
3627,37085,0.0
3628,37086,0.0
3629,37087,0.0
3630,37088,0.0
3631,37089,1.0
3632,37090,0.0
3633,37091,1.0
3634,37092,0.0
3635,37093,0.0
3636,37094,0.0
3637,37095,1.0
3638,37096,0.0
3639,37097,0.0
3640,37098,0.0
3641,37099,0.0
3642,37100,1.0
3643,37101,0.0
3644,37102,0.0
3645,37103,0.0
3646,37104,0.0
3647,37105,0.0
3648,37106,0.0
3649,37107,0.0
3650,37108,0.0
3651,37109,0.0
3652,37110,0.0
3653,37111,0.0
3654,37112,0.0
3655,37113,0.0
3656,37114,1.0
3657,37115,0.0
3658,37116,0.0
3659,37117,0.0
3660,37118,0.0
3661,37119,1.0
3662,37120,1.0
3663,37121,0.0
3664,37122,1.0
3665,37123,0.0
3666,37124,0.0
3667,37125,0.0
3668,37126,0.0
3669,37127,0.0
3670,37128,0.0
3671,37129,0.0
3672,37130,0.0
3673,37131,0.0
3674,37132,0.0
3675,37133,0.0
3676,37134,0.0
3677,37135,0.0
3678,37136,0.0
3679,37137,1.0
3680,37138,0.0
3681,37139,1.0
3682,37140,0.0
3683,37141,1.0
3684,37142,1.0
3685,37143,1.0
3686,37144,1.0
3687,37145,0.0
3688,37146,0.0
3689,37147,1.0
3690,37148,0.0
3691,37149,0.0
3692,37150,1.0
3693,37151,0.0
3694,37152,1.0
3695,37153,0.0
3696,37154,0.0
3697,37155,0.0
3698,37156,0.0
3699,37157,0.0
3700,37158,1.0
3701,37159,0.0
3702,37160,0.0
3703,37161,1.0
3704,37162,0.0
3705,37163,0.0
3706,37164,1.0
3707,37165,0.0
3708,37166,0.0
3709,37167,1.0
3710,37168,0.0
3711,37169,0.0
3712,37170,0.0
3713,37171,0.0
3714,37172,1.0
3715,37173,0.0
3716,37174,1.0
3717,37175,0.0
3718,37176,1.0
3719,37177,0.0
3720,37178,0.0
3721,37179,0.0
3722,37180,1.0
3723,37181,1.0
3724,37182,0.0
3725,37183,0.0
3726,37184,1.0
3727,37185,0.0
3728,37186,1.0
3729,37187,1.0
3730,37188,0.0
3731,37189,0.0
3732,37190,1.0
3733,37191,0.0
3734,37192,0.0
3735,37193,0.0
3736,37194,0.0
3737,37195,1.0
3738,37196,0.0
3739,37197,0.0
3740,37198,0.0
3741,37199,0.0
3742,37200,0.0
3743,37201,1.0
3744,37202,1.0
3745,37203,0.0
3746,37204,0.0
3747,37205,0.0
3748,37206,0.0
3749,37207,0.0
3750,37208,0.0
3751,37209,0.0
3752,37210,0.0
3753,37211,1.0
3754,37212,0.0
3755,37213,0.0
3756,37214,0.0
3757,37215,0.0
3758,37216,0.0
3759,37217,1.0
3760,37218,0.0
3761,37219,1.0
3762,37220,1.0
3763,37221,1.0
3764,37222,0.0
3765,37223,1.0
3766,37224,0.0
3767,37225,1.0
3768,37226,0.0
3769,37227,1.0
3770,37228,1.0
3771,37229,0.0
3772,37230,1.0
3773,37231,0.0
3774,37232,0.0
3775,37233,0.0
3776,37234,0.0
3777,37235,0.0
3778,37236,1.0
3779,37237,0.0
3780,37238,0.0
3781,37239,0.0
3782,37240,0.0
3783,37241,1.0
3784,37242,0.0
3785,37243,0.0
3786,37244,0.0
3787,37245,0.0
3788,37246,0.0
3789,37247,0.0
3790,37248,1.0
3791,37249,1.0
3792,37250,0.0
3793,37251,0.0
3794,37252,0.0
3795,37253,1.0
3796,37254,0.0
3797,37255,1.0
3798,37256,0.0
3799,37257,0.0
3800,37258,1.0
3801,37259,0.0
3802,37260,0.0
3803,37261,0.0
3804,37262,0.0
3805,37263,1.0
3806,37264,0.0
3807,37265,1.0
3808,37266,0.0
3809,37267,0.0
3810,37268,0.0
3811,37269,0.0
3812,37270,1.0
3813,37271,0.0
3814,37272,0.0
3815,37273,0.0
3816,37274,0.0
3817,37275,1.0
3818,37276,0.0
3819,37277,0.0
3820,37278,0.0
3821,37279,0.0
3822,37280,0.0
3823,37281,0.0
3824,37282,0.0
3825,37283,0.0
3826,37284,0.0
3827,37285,0.0
3828,37286,0.0
3829,37287,1.0
3830,37288,0.0
3831,37289,0.0
3832,37290,0.0
3833,37291,0.0
3834,37292,0.0
3835,37293,1.0
3836,37294,0.0
3837,37295,1.0
3838,37296,0.0
3839,37297,0.0
3840,37298,0.0
3841,37299,1.0
3842,37300,0.0
3843,37301,0.0
3844,37302,0.0
3845,37303,0.0
3846,37304,0.0
3847,37305,0.0
3848,37306,0.0
3849,37307,0.0
3850,37308,0.0
3851,37309,1.0
3852,37310,1.0
3853,37311,0.0
3854,37312,0.0
3855,37313,0.0
3856,37314,0.0
3857,37315,0.0
3858,37316,0.0
3859,37317,1.0
3860,37318,0.0
3861,37319,0.0
3862,37320,0.0
3863,37321,0.0
3864,37322,0.0
3865,37323,0.0
3866,37324,0.0
3867,37325,0.0
3868,37326,0.0
3869,37327,0.0
3870,37328,1.0
3871,37329,0.0
3872,37330,0.0
3873,37331,0.0
3874,37332,0.0
3875,37333,0.0
3876,37334,0.0
3877,37335,0.0
3878,37336,0.0
3879,37337,0.0
3880,37338,0.0
3881,37339,0.0
3882,37340,0.0
3883,37341,0.0
3884,37342,1.0
3885,37343,0.0
3886,37344,0.0
3887,37345,0.0
3888,37346,0.0
3889,37347,0.0
3890,37348,0.0
3891,37349,0.0
3892,37350,0.0
3893,37351,1.0
3894,37352,0.0
3895,37353,0.0
3896,37354,1.0
3897,37355,0.0
3898,37356,1.0
3899,37357,0.0
3900,37358,1.0
3901,37359,0.0
3902,37360,0.0
3903,37361,0.0
3904,37362,0.0
3905,37363,1.0
3906,37364,1.0
3907,37365,0.0
3908,37366,0.0
3909,37367,1.0
3910,37368,0.0
3911,37369,1.0
3912,37370,1.0
3913,37371,0.0
3914,37372,0.0
3915,37373,0.0
3916,37374,0.0
3917,37375,0.0
3918,37376,1.0
3919,37377,0.0
3920,37378,0.0
3921,37379,1.0
3922,37380,1.0
3923,37381,0.0
3924,37382,1.0
3925,37383,0.0
3926,37384,1.0
3927,37385,1.0
3928,37386,1.0
3929,37387,0.0
3930,37388,0.0
3931,37389,0.0
3932,37390,1.0
3933,37391,0.0
3934,37392,0.0
3935,37393,0.0
3936,37394,1.0
3937,37395,0.0
3938,37396,0.0
3939,37397,0.0
3940,37398,1.0
3941,37399,0.0
3942,37400,0.0
3943,37401,0.0
3944,37402,1.0
3945,37403,0.0
3946,37404,1.0
3947,37405,1.0
3948,37406,0.0
3949,37407,1.0
3950,37408,0.0
3951,37409,0.0
3952,37410,0.0
3953,37411,0.0
3954,37412,1.0
3955,37413,0.0
3956,37414,1.0
3957,37415,0.0
3958,37416,0.0
3959,37417,0.0
3960,37418,0.0
3961,37419,1.0
3962,37420,0.0
3963,37421,0.0
3964,37422,0.0
3965,37423,0.0
3966,37424,0.0
3967,37425,0.0
3968,37426,0.0
3969,37427,0.0
3970,37428,0.0
3971,37429,0.0
3972,37430,0.0
3973,37431,1.0
3974,37432,1.0
3975,37433,1.0
3976,37434,0.0
3977,37435,0.0
3978,37436,0.0
3979,37437,0.0
3980,37438,1.0
3981,37439,0.0
3982,37440,0.0
3983,37441,0.0
3984,37442,0.0
3985,37443,0.0
3986,37444,1.0
3987,37445,1.0
3988,37446,0.0
3989,37447,0.0
3990,37448,0.0
3991,37449,0.0
3992,37450,0.0
3993,37451,0.0
3994,37452,0.0
3995,37453,0.0
3996,37454,0.0
3997,37455,1.0
3998,37456,1.0
3999,37457,1.0
4000,37458,0.0
4001,37459,0.0
4002,37460,0.0
4003,37461,0.0
4004,37462,0.0
4005,37463,0.0
4006,37464,0.0
4007,37465,0.0
4008,37466,1.0
4009,37467,1.0
4010,37468,0.0
4011,37469,0.0
4012,37470,0.0
4013,37471,0.0
4014,37472,0.0
4015,37473,0.0
4016,37474,0.0
4017,37475,1.0
4018,37476,0.0
4019,37477,0.0
4020,37478,0.0
4021,37479,0.0
4022,37480,0.0
4023,37481,0.0
4024,37482,0.0
4025,37483,0.0
4026,37484,1.0
4027,37485,0.0
4028,37486,0.0
4029,37487,0.0
4030,37488,0.0
4031,37489,0.0
4032,37490,0.0
4033,37491,0.0
4034,37492,0.0
4035,37493,0.0
4036,37494,1.0
4037,37495,1.0
4038,37496,0.0
4039,37497,0.0
4040,37498,0.0
4041,37499,1.0
4042,37500,0.0
4043,37501,0.0
4044,37502,0.0
4045,37503,0.0
4046,37504,1.0
4047,37505,0.0
4048,37506,0.0
4049,37507,0.0
4050,37508,0.0
4051,37509,0.0
4052,37510,0.0
4053,37511,0.0
4054,37512,0.0
4055,37513,1.0
4056,37514,0.0
4057,37515,0.0
4058,37516,1.0
4059,37517,0.0
4060,37518,1.0
4061,37519,0.0
4062,37520,1.0
4063,37521,1.0
4064,37522,0.0
4065,37523,1.0
4066,37524,0.0
4067,37525,0.0
4068,37526,0.0
4069,37527,0.0
4070,37528,0.0
4071,37529,0.0
4072,37530,0.0
4073,37531,0.0
4074,37532,1.0
4075,37533,1.0
4076,37534,0.0
4077,37535,0.0
4078,37536,0.0
4079,37537,0.0
4080,37538,0.0
4081,37539,0.0
4082,37540,0.0
4083,37541,0.0
4084,37542,1.0
4085,37543,0.0
4086,37544,0.0
4087,37545,0.0
4088,37546,0.0
4089,37547,0.0
4090,37548,0.0
4091,37549,0.0
4092,37550,0.0
4093,37551,1.0
4094,37552,1.0
4095,37553,0.0
4096,37554,0.0
4097,37555,1.0
4098,37556,1.0
4099,37557,0.0
4100,37558,0.0
4101,37559,0.0
4102,37560,1.0
4103,37561,0.0
4104,37562,0.0
4105,37563,0.0
4106,37564,0.0
4107,37565,0.0
4108,37566,0.0
4109,37567,0.0
4110,37568,0.0
4111,37569,0.0
4112,37570,1.0
4113,37571,1.0
4114,37572,1.0
4115,37573,1.0
4116,37574,0.0
4117,37575,0.0
4118,37576,0.0
4119,37577,0.0
4120,37578,0.0
4121,37579,1.0
4122,37580,0.0
4123,37581,0.0
4124,37582,1.0
4125,37583,1.0
4126,37584,0.0
4127,37585,1.0
4128,37586,0.0
4129,37587,1.0
4130,37588,0.0
4131,37589,0.0
4132,37590,0.0
4133,37591,0.0
4134,37592,0.0
4135,37593,0.0
4136,37594,1.0
4137,37595,1.0
4138,37596,1.0
4139,37597,0.0
4140,37598,0.0
4141,37599,1.0
4142,37600,0.0
4143,37601,1.0
4144,37602,1.0
4145,37603,0.0
4146,37604,0.0
4147,37605,1.0
4148,37606,0.0
4149,37607,0.0
4150,37608,0.0
4151,37609,0.0
4152,37610,0.0
4153,37611,0.0
4154,37612,0.0
4155,37613,1.0
4156,37614,0.0
4157,37615,0.0
4158,37616,0.0
4159,37617,0.0
4160,37618,0.0
4161,37619,0.0
4162,37620,0.0
4163,37621,1.0
4164,37622,0.0
4165,37623,0.0
4166,37624,1.0
4167,37625,0.0
4168,37626,1.0
4169,37627,0.0
4170,37628,0.0
4171,37629,1.0
4172,37630,0.0
4173,37631,0.0
4174,37632,0.0
4175,37633,0.0
4176,37634,0.0
4177,37635,0.0
4178,37636,1.0
4179,37637,0.0
4180,37638,0.0
4181,37639,0.0
4182,37640,1.0
4183,37641,0.0
4184,37642,1.0
4185,37643,1.0
4186,37644,0.0
4187,37645,0.0
4188,37646,1.0
4189,37647,0.0
4190,37648,0.0
4191,37649,0.0
4192,37650,0.0
4193,37651,0.0
4194,37652,1.0
4195,37653,0.0
4196,37654,0.0
4197,37655,0.0
4198,37656,0.0
4199,37657,0.0
4200,37658,0.0
4201,37659,1.0
4202,37660,1.0
4203,37661,1.0
4204,37662,0.0
4205,37663,0.0
4206,37664,1.0
4207,37665,0.0
4208,37666,0.0
4209,37667,0.0
4210,37668,0.0
4211,37669,0.0
4212,37670,0.0
4213,37671,0.0
4214,37672,0.0
4215,37673,0.0
4216,37674,0.0
4217,37675,0.0
4218,37676,0.0
4219,37677,1.0
4220,37678,0.0
4221,37679,0.0
4222,37680,0.0
4223,37681,1.0
4224,37682,0.0
4225,37683,0.0
4226,37684,1.0
4227,37685,0.0
4228,37686,0.0
4229,37687,1.0
4230,37688,0.0
4231,37689,0.0
4232,37690,0.0
4233,37691,1.0
4234,37692,0.0
4235,37693,1.0
4236,37694,0.0
4237,37695,0.0
4238,37696,0.0
4239,37697,0.0
4240,37698,0.0
4241,37699,1.0
4242,37700,0.0
4243,37701,0.0
4244,37702,1.0
4245,37703,1.0
4246,37704,0.0
4247,37705,1.0
4248,37706,1.0
4249,37707,1.0
4250,37708,1.0
4251,37709,1.0
4252,37710,1.0
4253,37711,1.0
4254,37712,1.0
4255,37713,1.0
4256,37714,1.0
4257,37715,1.0
4258,37716,0.0
4259,37717,1.0
4260,37718,1.0
4261,37719,1.0
4262,37720,1.0
4263,37721,1.0
4264,37722,1.0
4265,37723,1.0
4266,37724,1.0
4267,37725,0.0
4268,37726,1.0
4269,37727,1.0
4270,37728,1.0
4271,37729,1.0
4272,37730,1.0
4273,37731,1.0
4274,37732,1.0
4275,37733,0.0
4276,37734,1.0
4277,37735,1.0
4278,37736,0.0
4279,37737,1.0
4280,37738,1.0
4281,37739,1.0
4282,37740,1.0
4283,37741,1.0
4284,37742,1.0
4285,37743,1.0
4286,37744,1.0
4287,37745,1.0
4288,37746,1.0
4289,37747,1.0
4290,37748,1.0
4291,37749,1.0
4292,37750,1.0
